asset,ticker,minute,kind,side,fair,fill_px,contracts,edge_c,won,pnl
XRP,KXXRP15M-26JUN141930-30,13,flat,yes,0.9342,0.6892,0.0,24.5,1,0.0
XRP,KXXRP15M-26JUN141930-30,13,dynamic,yes,0.9342,0.6892,0.0,24.5,1,0.0
XRP,KXXRP15M-26JUN141300-00,10,flat,no,0.9545,0.7,0.0,25.45,1,0.0
XRP,KXXRP15M-26JUN141300-00,10,dynamic,no,0.9545,0.7,0.0,25.45,1,0.0
XRP,KXXRP15M-26JUN141300-00,13,flat,no,0.9622,0.7,0.0,26.22,1,0.0
XRP,KXXRP15M-26JUN141300-00,13,dynamic,no,0.9622,0.7,0.0,26.22,1,0.0
XRP,KXXRP15M-26JUN141330-30,13,flat,no,0.9389,0.7736,0.0,16.53,1,0.0
XRP,KXXRP15M-26JUN141330-30,13,dynamic,no,0.9389,0.7736,0.0,16.53,1,0.0
XRP,KXXRP15M-26JUN141430-30,13,flat,no,0.935,0.5103,0.0,42.47,1,0.0
XRP,KXXRP15M-26JUN141430-30,13,dynamic,no,0.935,0.5103,0.0,42.47,1,0.0
XRP,KXXRP15M-26JUN141445-45,12,flat,yes,0.9392,0.6132,0.0,32.6,1,0.0
XRP,KXXRP15M-26JUN141445-45,12,dynamic,yes,0.9392,0.6132,0.0,32.6,1,0.0
XRP,KXXRP15M-26JUN141445-45,13,flat,yes,0.9441,0.6132,0.0,33.09,1,0.0
XRP,KXXRP15M-26JUN141445-45,13,dynamic,yes,0.9441,0.6132,0.0,33.09,1,0.0
XRP,KXXRP15M-26JUN141500-00,13,flat,no,0.9212,0.6887,0.0,23.25,1,0.0
XRP,KXXRP15M-26JUN141500-00,13,dynamic,no,0.9212,0.6887,0.0,23.25,1,0.0
XRP,KXXRP15M-26JUN141515-15,10,flat,no,0.8496,0.58,20.0,26.96,0,-11.6
XRP,KXXRP15M-26JUN141515-15,10,dynamic,no,0.8496,0.5857,177.99,26.96,0,-104.2549
XRP,KXXRP15M-26JUN141515-15,13,flat,yes,0.6002,0.4705,0.0,12.97,1,0.0
XRP,KXXRP15M-26JUN141515-15,13,dynamic,yes,0.6002,0.4705,0.0,12.97,1,0.0
XRP,KXXRP15M-26JUN141545-45,10,flat,no,0.6709,0.52,20.0,15.09,1,8.928
XRP,KXXRP15M-26JUN141545-45,10,dynamic,no,0.6709,0.52,148.15,15.09,1,66.1359
XRP,KXXRP15M-26JUN141600-00,10,flat,no,0.9363,0.87,20.0,6.63,1,2.418
XRP,KXXRP15M-26JUN141600-00,10,dynamic,no,0.9363,0.87,112.14,6.63,1,13.5574
XRP,KXXRP15M-26JUN141600-00,11,flat,no,0.9279,0.86,20.0,6.79,1,2.604
XRP,KXXRP15M-26JUN141600-00,11,dynamic,no,0.9279,0.86,98.98,6.79,1,12.8877
XRP,KXXRP15M-26JUN141600-00,13,flat,no,0.8808,0.7512,0.0,12.96,1,0.0
XRP,KXXRP15M-26JUN141600-00,13,dynamic,no,0.8808,0.7512,0.0,12.96,1,0.0
XRP,KXXRP15M-26JUN142030-30,11,flat,no,0.912,0.67,20.0,24.2,1,6.138
XRP,KXXRP15M-26JUN142030-30,11,dynamic,no,0.912,0.67,254.75,24.2,1,78.183
XRP,KXXRP15M-26JUN142030-30,12,flat,no,0.6654,0.53,20.0,13.54,1,8.742
XRP,KXXRP15M-26JUN142030-30,12,dynamic,no,0.6654,0.5384,159.25,13.54,1,68.3605
XRP,KXXRP15M-26JUN142045-45,12,flat,no,0.9113,0.8205,0.0,9.08,1,0.0
XRP,KXXRP15M-26JUN142045-45,12,dynamic,no,0.9113,0.8205,0.0,9.08,1,0.0
XRP,KXXRP15M-26JUN142045-45,13,flat,no,0.929,0.8205,0.0,10.85,1,0.0
XRP,KXXRP15M-26JUN142045-45,13,dynamic,no,0.929,0.8205,0.0,10.85,1,0.0
XRP,KXXRP15M-26JUN142100-00,13,flat,yes,0.9263,0.6792,0.0,24.7,1,0.0
XRP,KXXRP15M-26JUN142100-00,13,dynamic,yes,0.9263,0.6792,0.0,24.7,1,0.0
XRP,KXXRP15M-26JUN142115-15,13,flat,no,0.8495,0.7532,0.0,9.63,1,0.0
XRP,KXXRP15M-26JUN142115-15,13,dynamic,no,0.8495,0.7532,0.0,9.63,1,0.0
XRP,KXXRP15M-26JUN142145-45,11,flat,yes,0.944,0.7324,0.0,21.17,1,0.0
XRP,KXXRP15M-26JUN142145-45,11,dynamic,yes,0.944,0.7324,0.0,21.17,1,0.0
XRP,KXXRP15M-26JUN142145-45,12,flat,yes,0.9519,0.7324,0.0,21.95,1,0.0
XRP,KXXRP15M-26JUN142145-45,12,dynamic,yes,0.9519,0.7324,0.0,21.95,1,0.0
XRP,KXXRP15M-26JUN142145-45,13,flat,yes,0.9573,0.7324,0.0,22.49,1,0.0
XRP,KXXRP15M-26JUN142145-45,13,dynamic,yes,0.9573,0.7324,0.0,22.49,1,0.0
XRP,KXXRP15M-26JUN142200-00,12,flat,no,0.8734,0.547,0.0,32.64,1,0.0
XRP,KXXRP15M-26JUN142200-00,12,dynamic,no,0.8734,0.547,0.0,32.64,1,0.0
XRP,KXXRP15M-26JUN142200-00,13,flat,no,0.8868,0.547,0.0,33.98,1,0.0
XRP,KXXRP15M-26JUN142200-00,13,dynamic,no,0.8868,0.547,0.0,33.98,1,0.0
XRP,KXXRP15M-26JUN142215-15,12,flat,yes,0.9012,0.6114,0.0,28.98,1,0.0
XRP,KXXRP15M-26JUN142215-15,12,dynamic,yes,0.9012,0.6114,0.0,28.98,1,0.0
XRP,KXXRP15M-26JUN142215-15,13,flat,yes,0.9147,0.6114,0.0,30.33,1,0.0
XRP,KXXRP15M-26JUN142215-15,13,dynamic,yes,0.9147,0.6114,0.0,30.33,1,0.0
XRP,KXXRP15M-26JUN142230-30,10,flat,no,0.6133,0.3655,20.0,30.33,1,11.8017
XRP,KXXRP15M-26JUN142230-30,10,dynamic,no,0.6133,0.3823,872.35,30.33,1,501.1561
XRP,KXXRP15M-26JUN142230-30,11,flat,no,0.695,0.34,20.0,35.5,1,12.276
XRP,KXXRP15M-26JUN142230-30,11,dynamic,no,0.695,0.3984,932.27,35.5,1,521.6205
XRP,KXXRP15M-26JUN142230-30,12,flat,no,0.7906,0.43,20.0,36.06,1,10.602
XRP,KXXRP15M-26JUN142230-30,12,dynamic,no,0.7906,0.7278,689.38,36.06,1,174.4827
XRP,KXXRP15M-26JUN142230-30,13,flat,no,0.8177,0.6,20.0,21.77,1,7.44
XRP,KXXRP15M-26JUN142230-30,13,dynamic,no,0.8177,0.7663,636.31,21.77,1,138.3147
XRP,KXXRP15M-26JUN142300-00,13,flat,no,0.959,0.8325,0.0,12.65,1,0.0
XRP,KXXRP15M-26JUN142300-00,13,dynamic,no,0.959,0.8325,0.0,12.65,1,0.0
XRP,KXXRP15M-26JUN142315-15,10,flat,yes,0.9665,0.7583,0.0,20.82,1,0.0
XRP,KXXRP15M-26JUN142315-15,10,dynamic,yes,0.9665,0.7583,0.0,20.82,1,0.0
XRP,KXXRP15M-26JUN142315-15,13,flat,yes,0.9675,0.7654,0.0,20.21,1,0.0
XRP,KXXRP15M-26JUN142315-15,13,dynamic,yes,0.9675,0.7654,0.0,20.21,1,0.0
XRP,KXXRP15M-26JUN142330-30,13,flat,no,0.9553,0.6239,0.0,33.13,1,0.0
XRP,KXXRP15M-26JUN142330-30,13,dynamic,no,0.9553,0.6239,0.0,33.13,1,0.0
XRP,KXXRP15M-26JUN142345-45,13,flat,yes,0.9166,0.5885,0.0,32.8,1,0.0
XRP,KXXRP15M-26JUN142345-45,13,dynamic,yes,0.9166,0.5885,0.0,32.8,1,0.0
XRP,KXXRP15M-26JUN150000-00,10,flat,no,0.8188,0.67,20.0,14.88,1,6.138
XRP,KXXRP15M-26JUN150000-00,10,dynamic,no,0.8188,0.67,251.53,14.88,1,77.1935
XRP,KXXRP15M-26JUN150000-00,13,flat,no,0.842,0.5797,0.0,26.23,1,0.0
XRP,KXXRP15M-26JUN150000-00,13,dynamic,no,0.842,0.5797,0.0,26.23,1,0.0
XRP,KXXRP15M-26JUN150030-30,11,flat,yes,0.863,0.81,20.0,5.3,0,-16.2
XRP,KXXRP15M-26JUN150030-30,11,dynamic,yes,0.863,0.81,184.26,5.3,0,-149.2528
XRP,KXXRP15M-26JUN150030-30,13,flat,yes,0.7436,0.509,20.0,24.36,0,-10.18
XRP,KXXRP15M-26JUN150030-30,13,dynamic,yes,0.7436,0.5343,188.06,24.36,0,-100.474
XRP,KXXRP15M-26JUN150045-45,10,flat,no,0.9543,0.9,20.0,5.43,1,1.86
XRP,KXXRP15M-26JUN150045-45,10,dynamic,no,0.9543,0.9,89.05,5.43,1,8.2812
XRP,KXXRP15M-26JUN150115-15,12,flat,yes,0.5206,0.28,20.0,24.06,0,-5.6
XRP,KXXRP15M-26JUN150115-15,12,dynamic,yes,0.5206,0.3195,271.6,24.06,0,-86.7861
XRP,KXXRP15M-26JUN150115-15,13,flat,yes,0.5532,0.235,20.0,32.32,0,-4.7
XRP,KXXRP15M-26JUN150115-15,13,dynamic,yes,0.5532,0.3144,447.61,32.32,0,-140.73
