ts,window_ts,offset,cutoff,snap,snap_pct,n5s,med5s,min5s,max5s,snap_vs_med,direction,dir_if_med,direction_flipped,kalshi_mid
2026-05-04T08:49:00.688095+00:00,2026-05-04T08:45:00+00:00,T+4:00,79701.38,79657.48,-0.0551,18,79653.99,79653.95,79657.48,3.49,no,no,0,0.29
2026-05-04T08:49:15.000685+00:00,2026-05-04T08:45:00+00:00,T+4:15,79701.38,79685.97,-0.0193,6,79685.97,79685.97,79685.98,0.0,no,no,0,0.42
2026-05-04T08:49:30.000289+00:00,2026-05-04T08:45:00+00:00,T+4:30,79701.38,79692.86,-0.0107,15,79692.86,79689.27,79692.87,0.0,no,no,0,0.455
2026-05-04T08:49:45.000379+00:00,2026-05-04T08:45:00+00:00,T+4:45,79701.38,79692.84,-0.0107,9,79692.84,79692.84,79692.85,0.0,no,no,0,0.435
2026-05-04T08:50:00.000661+00:00,2026-05-04T08:45:00+00:00,T+5:00,79701.38,79689.26,-0.0152,10,79689.26,79689.26,79689.27,0.0,no,no,0,0.42
2026-05-04T08:50:15.000346+00:00,2026-05-04T08:45:00+00:00,T+5:15,79701.38,79660.21,-0.0517,9,79660.21,79660.21,79660.22,0.0,no,no,0,0.265
2026-05-04T08:50:30.000333+00:00,2026-05-04T08:45:00+00:00,T+5:30,79701.38,79653.06,-0.0606,53,79660.21,79651.53,79663.46,-7.15,no,no,0,0.225
2026-05-04T08:50:45.000428+00:00,2026-05-04T08:45:00+00:00,T+5:45,79701.38,79650.01,-0.0645,40,79662.38,79650.01,79662.95,-12.37,no,no,0,0.265
2026-05-04T08:51:00.000360+00:00,2026-05-04T08:45:00+00:00,T+6:00,79701.38,79653.07,-0.0606,9,79653.07,79653.06,79653.08,0.0,no,no,0,0.23
2026-05-04T08:51:15.000541+00:00,2026-05-04T08:45:00+00:00,T+6:15,79701.38,79640.0,-0.077,45,79655.56,79640.0,79663.45,-15.56,no,no,0,0.195
2026-05-04T08:51:30.000631+00:00,2026-05-04T08:45:00+00:00,T+6:30,79701.38,79655.15,-0.058,19,79657.94,79655.15,79657.95,-2.79,no,no,0,0.23
2026-05-04T08:51:45.000581+00:00,2026-05-04T08:45:00+00:00,T+6:45,79701.38,79620.04,-0.1021,168,79620.01,79581.95,79635.99,0.03,no,no,0,0.115
2026-05-04T08:52:00.000759+00:00,2026-05-04T08:45:00+00:00,T+7:00,79701.38,79614.46,-0.1091,17,79614.46,79614.46,79614.46,0.0,no,no,0,0.0885
2026-05-04T08:52:15.000679+00:00,2026-05-04T08:45:00+00:00,T+7:15,79701.38,79626.89,-0.0935,24,79627.07,79620.67,79629.69,-0.18,no,no,0,0.0985
2026-05-04T08:52:30.000377+00:00,2026-05-04T08:45:00+00:00,T+7:30,79701.38,79648.98,-0.0657,46,79651.01,79645.02,79657.01,-2.03,no,no,0,0.165
2026-05-04T08:52:45.000914+00:00,2026-05-04T08:45:00+00:00,T+7:45,79701.38,79645.41,-0.0702,18,79645.4,79645.4,79645.41,0.01,no,no,0,0.145
2026-05-04T08:53:00.000472+00:00,2026-05-04T08:45:00+00:00,T+8:00,79701.38,79661.21,-0.0504,28,79648.87,79645.4,79661.21,12.34,no,no,0,0.195
2026-05-04T08:53:15.000833+00:00,2026-05-04T08:45:00+00:00,T+8:15,79701.38,79661.35,-0.0502,14,79661.35,79661.27,79661.35,0.0,no,no,0,0.235
2026-05-04T08:53:30.000621+00:00,2026-05-04T08:45:00+00:00,T+8:30,79701.38,79666.96,-0.0432,27,79658.28,79658.06,79666.96,8.68,no,no,0,0.255
2026-05-04T08:53:45.000333+00:00,2026-05-04T08:45:00+00:00,T+8:45,79701.38,79675.92,-0.0319,26,79678.24,79675.92,79681.97,-2.32,no,no,0,0.325
2026-05-04T08:54:00.000870+00:00,2026-05-04T08:45:00+00:00,T+9:00,79701.38,79681.27,-0.0252,17,79684.06,79681.2,79684.07,-2.79,no,no,0,0.325
2026-05-04T08:54:15.000686+00:00,2026-05-04T08:45:00+00:00,T+9:15,79701.38,79697.72,-0.0046,14,79685.98,79685.97,79697.72,11.74,no,no,0,0.45
2026-05-04T08:54:30.000901+00:00,2026-05-04T08:45:00+00:00,T+9:30,79701.38,79688.46,-0.0162,21,79688.45,79688.45,79688.46,0.01,no,no,0,0.375
2026-05-04T08:54:45.000651+00:00,2026-05-04T08:45:00+00:00,T+9:45,79701.38,79692.23,-0.0115,13,79692.23,79692.23,79692.23,0.0,no,no,0,0.41
2026-05-04T08:55:00.000538+00:00,2026-05-04T08:45:00+00:00,T+10:00,79701.38,79691.1,-0.0129,11,79691.1,79691.1,79691.11,0.0,no,no,0,0.405
2026-05-04T08:55:15.000860+00:00,2026-05-04T08:45:00+00:00,T+10:15,79701.38,79696.08,-0.0066,14,79687.86,79687.84,79696.08,8.22,no,no,0,0.395
2026-05-04T08:55:30.000917+00:00,2026-05-04T08:45:00+00:00,T+10:30,79701.38,79709.34,0.01,15,79709.34,79709.34,79709.34,0.0,yes,yes,0,0.505
2026-05-04T08:55:45.000518+00:00,2026-05-04T08:45:00+00:00,T+10:45,79701.38,79718.55,0.0215,18,79719.26,79718.54,79719.99,-0.71,yes,yes,0,0.645
2026-05-04T08:56:00.000284+00:00,2026-05-04T08:45:00+00:00,T+11:00,79701.38,79755.22,0.0676,23,79755.22,79750.65,79755.23,0.0,yes,yes,0,0.865
2026-05-04T08:56:15.000478+00:00,2026-05-04T08:45:00+00:00,T+11:15,79701.38,79735.89,0.0433,12,79735.89,79735.89,79735.93,0.0,yes,yes,0,0.785
2026-05-04T08:56:30.000758+00:00,2026-05-04T08:45:00+00:00,T+11:30,79701.38,79737.15,0.0449,10,79737.17,79737.15,79737.18,-0.02,yes,yes,0,0.815
2026-05-04T08:56:45.000754+00:00,2026-05-04T08:45:00+00:00,T+11:45,79701.38,79726.53,0.0316,29,79729.92,79726.53,79740.18,-3.39,yes,yes,0,0.765
2026-05-04T08:57:00.000542+00:00,2026-05-04T08:45:00+00:00,T+12:00,79701.38,79733.74,0.0406,32,79726.52,79726.52,79733.74,7.22,yes,yes,0,0.77
2026-05-04T08:57:15.008254+00:00,2026-05-04T08:45:00+00:00,T+12:15,79701.38,79733.99,0.0409,22,79734.3,79733.99,79736.6,-0.31,yes,yes,0,0.785
2026-05-04T08:57:30.000369+00:00,2026-05-04T08:45:00+00:00,T+12:30,79701.38,79743.41,0.0527,6,79743.41,79743.41,79743.42,0.0,yes,yes,0,0.885
2026-05-04T08:57:45.000423+00:00,2026-05-04T08:45:00+00:00,T+12:45,79701.38,79743.41,0.0527,7,79743.41,79743.41,79743.41,0.0,yes,yes,0,0.9355
2026-05-04T08:58:00.000325+00:00,2026-05-04T08:45:00+00:00,T+13:00,79701.38,79750.3,0.0614,16,79750.32,79750.3,79750.32,-0.02,yes,yes,0,0.9555
2026-05-04T08:58:15.000750+00:00,2026-05-04T08:45:00+00:00,T+13:15,79701.38,79722.02,0.0259,26,79735.15,79722.01,79736.66,-13.13,yes,yes,0,0.845
2026-05-04T08:58:30.000585+00:00,2026-05-04T08:45:00+00:00,T+13:30,79701.38,79721.98,0.0258,14,79721.98,79721.98,79721.99,0.0,yes,yes,0,0.845
2026-05-04T08:58:45.000594+00:00,2026-05-04T08:45:00+00:00,T+13:45,79701.38,79676.8,-0.0308,92,79683.99,79670.94,79700.01,-7.19,no,no,0,0.125
2026-05-04T08:59:00.000922+00:00,2026-05-04T08:45:00+00:00,T+14:00,79701.38,79698.94,-0.0031,58,79692.93,79677.93,79699.98,6.01,no,no,0,0.38
2026-05-04T08:59:15.000755+00:00,2026-05-04T08:45:00+00:00,T+14:15,79701.38,79700.42,-0.0012,40,79702.4,79698.11,79702.7,-1.98,no,yes,1,0.385
2026-05-04T08:59:30.000653+00:00,2026-05-04T08:45:00+00:00,T+14:30,79701.38,79712.48,0.0139,34,79712.99,79710.2,79713.0,-0.51,yes,yes,0,0.805
2026-05-04T08:59:45.000432+00:00,2026-05-04T08:45:00+00:00,T+14:45,79701.38,79686.64,-0.0185,18,79696.14,79686.64,79700.09,-9.5,no,no,0,0.2
2026-05-04T09:19:00.663023+00:00,2026-05-04T09:15:00+00:00,T+4:00,79714.78,79712.12,-0.0033,20,79712.13,79712.12,79713.33,-0.01,no,no,0,0.485
2026-05-04T09:19:15.000456+00:00,2026-05-04T09:15:00+00:00,T+4:15,79714.78,79712.55,-0.0028,17,79714.62,79712.55,79718.7,-2.07,no,no,0,0.485
2026-05-04T09:19:30.000663+00:00,2026-05-04T09:15:00+00:00,T+4:30,79714.78,79721.47,0.0084,59,79712.13,79706.11,79721.47,9.34,yes,no,1,0.485
2026-05-04T09:19:45.000266+00:00,2026-05-04T09:15:00+00:00,T+4:45,79714.78,79715.24,0.0006,13,79715.23,79715.23,79715.24,0.01,yes,yes,0,0.515
2026-05-04T09:20:00.000496+00:00,2026-05-04T09:15:00+00:00,T+5:00,79714.78,79706.18,-0.0108,12,79706.18,79706.18,79706.19,0.0,no,no,0,0.445
2026-05-04T09:20:15.000653+00:00,2026-05-04T09:15:00+00:00,T+5:15,79714.78,79722.05,0.0091,11,79722.05,79722.05,79722.06,0.0,yes,yes,0,0.535
2026-05-04T09:20:30.000424+00:00,2026-05-04T09:15:00+00:00,T+5:30,79714.78,79734.08,0.0242,30,79722.94,79722.05,79734.08,11.14,yes,yes,0,0.6
2026-05-04T09:20:45.000525+00:00,2026-05-04T09:15:00+00:00,T+5:45,79714.78,79731.28,0.0207,13,79731.28,79731.28,79731.29,0.0,yes,yes,0,0.59
2026-05-04T09:21:00.000425+00:00,2026-05-04T09:15:00+00:00,T+6:00,79714.78,79738.44,0.0297,14,79738.44,79738.44,79738.45,0.0,yes,yes,0,0.62
2026-05-04T09:21:15.000518+00:00,2026-05-04T09:15:00+00:00,T+6:15,79714.78,79730.09,0.0192,9,79730.09,79730.09,79730.1,0.0,yes,yes,0,0.6
2026-05-04T09:21:30.000266+00:00,2026-05-04T09:15:00+00:00,T+6:30,79714.78,79710.54,-0.0053,24,79710.54,79710.54,79710.54,0.0,no,no,0,0.475
2026-05-04T09:21:45.000284+00:00,2026-05-04T09:15:00+00:00,T+6:45,79714.78,79709.0,-0.0073,38,79710.54,79709.0,79710.55,-1.54,no,no,0,0.425
2026-05-04T09:22:00.000501+00:00,2026-05-04T09:15:00+00:00,T+7:00,79714.78,79706.41,-0.0105,24,79706.42,79706.41,79706.42,-0.01,no,no,0,0.455
2026-05-04T09:22:15.000572+00:00,2026-05-04T09:15:00+00:00,T+7:15,79714.78,79705.87,-0.0112,10,79705.87,79705.87,79705.88,0.0,no,no,0,0.45
2026-05-04T09:22:30.000434+00:00,2026-05-04T09:15:00+00:00,T+7:30,79714.78,79705.87,-0.0112,15,79705.87,79705.87,79705.87,0.0,no,no,0,0.445
2026-05-04T09:22:45.000504+00:00,2026-05-04T09:15:00+00:00,T+7:45,79714.78,79713.95,-0.001,63,79712.0,79705.87,79718.79,1.95,no,no,0,0.515
2026-05-04T09:23:00.000220+00:00,2026-05-04T09:15:00+00:00,T+8:00,79714.78,79710.0,-0.006,12,79709.23,79708.66,79710.01,0.77,no,no,0,0.485
2026-05-04T09:23:15.000330+00:00,2026-05-04T09:15:00+00:00,T+8:15,79714.78,79710.0,-0.006,9,79710.0,79710.0,79710.01,0.0,no,no,0,0.485
2026-05-04T09:23:30.000572+00:00,2026-05-04T09:15:00+00:00,T+8:30,79714.78,79710.0,-0.006,10,79710.0,79710.0,79710.01,0.0,no,no,0,0.485
2026-05-04T09:23:45.000419+00:00,2026-05-04T09:15:00+00:00,T+8:45,79714.78,79698.5,-0.0204,7,79698.5,79698.5,79698.51,0.0,no,no,0,0.385
2026-05-04T09:24:00.000411+00:00,2026-05-04T09:15:00+00:00,T+9:00,79714.78,79698.51,-0.0204,9,79698.5,79698.5,79698.51,0.01,no,no,0,0.39
2026-05-04T09:24:15.000541+00:00,2026-05-04T09:15:00+00:00,T+9:15,79714.78,79706.55,-0.0103,10,79706.55,79706.55,79706.56,0.0,no,no,0,0.445
2026-05-04T09:24:30.000408+00:00,2026-05-04T09:15:00+00:00,T+9:30,79714.78,79702.89,-0.0149,4,79702.89,79702.89,79702.89,0.0,no,no,0,0.41
2026-05-04T09:24:45.000316+00:00,2026-05-04T09:15:00+00:00,T+9:45,79714.78,79702.89,-0.0149,14,79702.89,79702.89,79702.89,0.0,no,no,0,0.42
2026-05-04T09:25:00.000582+00:00,2026-05-04T09:15:00+00:00,T+10:00,79714.78,79702.9,-0.0149,20,79702.89,79702.89,79702.9,0.01,no,no,0,0.365
2026-05-04T09:25:15.000744+00:00,2026-05-04T09:15:00+00:00,T+10:15,79714.78,79698.5,-0.0204,17,79698.61,79698.5,79702.33,-0.11,no,no,0,0.325
2026-05-04T09:25:30.000726+00:00,2026-05-04T09:15:00+00:00,T+10:30,79714.78,79719.5,0.0059,34,79702.59,79691.51,79719.5,16.91,yes,no,1,0.54
2026-05-04T09:25:45.000716+00:00,2026-05-04T09:15:00+00:00,T+10:45,79714.78,79741.2,0.0331,13,79741.64,79738.01,79743.99,-0.44,yes,yes,0,0.775
2026-05-04T09:26:00.000425+00:00,2026-05-04T09:15:00+00:00,T+11:00,79714.78,79741.72,0.0338,9,79741.72,79741.72,79741.72,0.0,yes,yes,0,0.795
2026-05-04T09:26:15.000799+00:00,2026-05-04T09:15:00+00:00,T+11:15,79714.78,79741.72,0.0338,12,79741.72,79741.72,79741.73,0.0,yes,yes,0,0.825
2026-05-04T09:26:30.000264+00:00,2026-05-04T09:15:00+00:00,T+11:30,79714.78,79741.72,0.0338,11,79741.72,79741.72,79741.73,0.0,yes,yes,0,0.865
2026-05-04T09:26:45.000850+00:00,2026-05-04T09:15:00+00:00,T+11:45,79714.78,79778.46,0.0799,19,79772.68,79771.47,79778.46,5.78,yes,yes,0,0.955
2026-05-04T09:27:00.000292+00:00,2026-05-04T09:15:00+00:00,T+12:00,79714.78,79803.88,0.1118,26,79801.9,79793.0,79806.01,1.98,yes,yes,0,0.9785
2026-05-04T09:27:15.000346+00:00,2026-05-04T09:15:00+00:00,T+12:15,79714.78,79775.01,0.0756,23,79782.4,79775.01,79782.69,-7.39,yes,yes,0,0.9455
2026-05-04T09:27:30.000415+00:00,2026-05-04T09:15:00+00:00,T+12:30,79714.78,79758.0,0.0542,17,79761.5,79758.0,79761.51,-3.5,yes,yes,0,0.914
2026-05-04T09:27:45.000702+00:00,2026-05-04T09:15:00+00:00,T+12:45,79714.78,79755.78,0.0514,9,79755.77,79755.77,79755.78,0.01,yes,yes,0,0.9195
2026-05-04T09:28:00.000742+00:00,2026-05-04T09:15:00+00:00,T+13:00,79714.78,79758.0,0.0542,10,79758.0,79758.0,79758.01,0.0,yes,yes,0,0.9365
2026-05-04T09:28:15.000412+00:00,2026-05-04T09:15:00+00:00,T+13:15,79714.78,79751.98,0.0467,22,79754.01,79751.14,79760.0,-2.03,yes,yes,0,0.9535
2026-05-04T09:28:30.000830+00:00,2026-05-04T09:15:00+00:00,T+13:30,79714.78,79747.98,0.0416,20,79751.97,79747.98,79751.98,-3.99,yes,yes,0,0.9455
2026-05-04T09:28:45.000570+00:00,2026-05-04T09:15:00+00:00,T+13:45,79714.78,79747.98,0.0416,9,79747.98,79747.98,79747.99,0.0,yes,yes,0,0.9565
2026-05-04T09:29:00.000613+00:00,2026-05-04T09:15:00+00:00,T+14:00,79714.78,79733.5,0.0235,12,79733.5,79733.5,79733.51,0.0,yes,yes,0,0.9395
2026-05-04T09:29:15.000496+00:00,2026-05-04T09:15:00+00:00,T+14:15,79714.78,79733.5,0.0235,7,79733.5,79733.5,79733.5,0.0,yes,yes,0,0.958
2026-05-04T09:29:30.000665+00:00,2026-05-04T09:15:00+00:00,T+14:30,79714.78,79731.86,0.0214,25,79733.02,79731.85,79733.05,-1.16,yes,yes,0,0.9905
2026-05-04T09:29:45.000360+00:00,2026-05-04T09:15:00+00:00,T+14:45,79714.78,79716.0,0.0015,62,79720.03,79716.0,79733.05,-4.03,yes,yes,0,0.9985
2026-05-04T09:34:00.342775+00:00,2026-05-04T09:30:00+00:00,T+4:00,79728.1,79750.99,0.0287,8,79750.99,79750.99,79751.0,0.0,yes,yes,0,0.59
2026-05-04T09:34:15.000378+00:00,2026-05-04T09:30:00+00:00,T+4:15,79728.1,79747.98,0.0249,12,79747.98,79747.98,79747.99,0.0,yes,yes,0,0.58
2026-05-04T09:34:30.000728+00:00,2026-05-04T09:30:00+00:00,T+4:30,79728.1,79768.49,0.0507,14,79766.74,79761.5,79768.49,1.75,yes,yes,0,0.695
2026-05-04T09:34:45.000466+00:00,2026-05-04T09:30:00+00:00,T+4:45,79728.1,79766.23,0.0478,24,79767.0,79761.49,79768.49,-0.77,yes,yes,0,0.69
2026-05-04T09:35:00.000667+00:00,2026-05-04T09:30:00+00:00,T+5:00,79728.1,79766.99,0.0488,9,79766.99,79766.99,79767.0,0.0,yes,yes,0,0.69
2026-05-04T09:35:15.000242+00:00,2026-05-04T09:30:00+00:00,T+5:15,79728.1,79744.01,0.02,19,79745.0,79744.01,79747.5,-0.99,yes,yes,0,0.565
2026-05-04T09:35:30.000568+00:00,2026-05-04T09:30:00+00:00,T+5:30,79728.1,79742.42,0.018,18,79739.99,79739.98,79742.42,2.43,yes,yes,0,0.575
2026-05-04T09:35:45.000347+00:00,2026-05-04T09:30:00+00:00,T+5:45,79728.1,79739.98,0.0149,10,79739.98,79739.98,79739.99,0.0,yes,yes,0,0.575
2026-05-04T09:36:00.000707+00:00,2026-05-04T09:30:00+00:00,T+6:00,79728.1,79754.74,0.0334,28,79749.51,79747.94,79755.99,5.23,yes,yes,0,0.645
2026-05-04T09:36:15.000602+00:00,2026-05-04T09:30:00+00:00,T+6:15,79728.1,79754.74,0.0334,11,79754.74,79754.74,79754.74,0.0,yes,yes,0,0.655
2026-05-04T09:36:30.000411+00:00,2026-05-04T09:30:00+00:00,T+6:30,79728.1,79751.34,0.0291,12,79751.34,79751.34,79751.35,0.0,yes,yes,0,0.63
2026-05-04T09:36:45.000656+00:00,2026-05-04T09:30:00+00:00,T+6:45,79728.1,79737.0,0.0112,19,79739.98,79737.0,79740.51,-2.98,yes,yes,0,0.525
2026-05-04T09:37:00.000611+00:00,2026-05-04T09:30:00+00:00,T+7:00,79728.1,79730.01,0.0024,11,79730.0,79730.0,79730.01,0.01,yes,yes,0,0.485
2026-05-04T09:37:15.002203+00:00,2026-05-04T09:30:00+00:00,T+7:15,79728.1,79719.51,-0.0108,8,79719.51,79719.51,79719.51,0.0,no,no,0,0.435
2026-05-04T09:37:30.000856+00:00,2026-05-04T09:30:00+00:00,T+7:30,79728.1,79733.49,0.0068,11,79733.49,79729.99,79733.49,0.0,yes,yes,0,0.57
2026-05-04T09:37:45.001685+00:00,2026-05-04T09:30:00+00:00,T+7:45,79728.1,79758.0,0.0375,25,79754.46,79740.49,79758.0,3.54,yes,yes,0,0.655
2026-05-04T09:38:00.000635+00:00,2026-05-04T09:30:00+00:00,T+8:00,79728.1,79762.7,0.0434,17,79755.95,79755.94,79762.7,6.75,yes,yes,0,0.705
2026-05-04T09:38:15.000644+00:00,2026-05-04T09:30:00+00:00,T+8:15,79728.1,79761.21,0.0415,11,79761.21,79761.21,79761.22,0.0,yes,yes,0,0.73
2026-05-04T09:38:30.000974+00:00,2026-05-04T09:30:00+00:00,T+8:30,79728.1,79740.51,0.0156,40,79755.94,79740.5,79761.21,-15.43,yes,yes,0,0.605
2026-05-04T09:38:45.000285+00:00,2026-05-04T09:30:00+00:00,T+8:45,79728.1,79747.98,0.0249,20,79737.04,79737.0,79751.99,10.94,yes,yes,0,0.665
2026-05-04T09:39:00.001724+00:00,2026-05-04T09:30:00+00:00,T+9:00,79728.1,79752.99,0.0312,17,79755.65,79752.99,79755.69,-2.66,yes,yes,0,0.665
2026-05-04T09:39:15.001093+00:00,2026-05-04T09:30:00+00:00,T+9:15,79728.1,79752.99,0.0312,13,79752.99,79752.99,79752.99,0.0,yes,yes,0,0.675
2026-05-04T09:39:30.000534+00:00,2026-05-04T09:30:00+00:00,T+9:30,79728.1,79752.99,0.0312,9,79752.99,79752.99,79753.0,0.0,yes,yes,0,0.685
2026-05-04T09:39:45.000876+00:00,2026-05-04T09:30:00+00:00,T+9:45,79728.1,79780.03,0.0651,43,79781.18,79772.01,79788.4,-1.15,yes,yes,0,0.885
2026-05-04T09:40:00.000851+00:00,2026-05-04T09:30:00+00:00,T+10:00,79728.1,79796.11,0.0853,22,79799.77,79796.11,79799.79,-3.66,yes,yes,0,0.914
2026-05-04T09:40:15.001224+00:00,2026-05-04T09:30:00+00:00,T+10:15,79728.1,79775.9,0.06,18,79772.0,79772.0,79775.9,3.9,yes,yes,0,0.86
2026-05-04T09:40:30.000940+00:00,2026-05-04T09:30:00+00:00,T+10:30,79728.1,79773.98,0.0575,12,79773.98,79773.98,79773.99,0.0,yes,yes,0,0.875
2026-05-04T09:40:45.000861+00:00,2026-05-04T09:30:00+00:00,T+10:45,79728.1,79773.98,0.0575,12,79773.98,79773.98,79773.99,0.0,yes,yes,0,0.885
2026-05-04T09:41:00.000781+00:00,2026-05-04T09:30:00+00:00,T+11:00,79728.1,79772.01,0.0551,37,79773.98,79772.0,79775.18,-1.97,yes,yes,0,0.9005
2026-05-04T09:41:15.000942+00:00,2026-05-04T09:30:00+00:00,T+11:15,79728.1,79789.49,0.077,38,79789.49,79776.8,79789.49,0.0,yes,yes,0,0.9485
2026-05-04T09:41:30.000371+00:00,2026-05-04T09:30:00+00:00,T+11:30,79728.1,79786.01,0.0726,64,79795.68,79786.0,79809.86,-9.67,yes,yes,0,0.9635
2026-05-04T09:41:45.001129+00:00,2026-05-04T09:30:00+00:00,T+11:45,79728.1,79793.01,0.0814,51,79802.28,79788.3,79803.5,-9.27,yes,yes,0,0.965
2026-05-04T09:42:00.001045+00:00,2026-05-04T09:30:00+00:00,T+12:00,79728.1,79793.78,0.0824,20,79793.79,79792.71,79793.8,-0.01,yes,yes,0,0.975
2026-05-04T09:42:15.001090+00:00,2026-05-04T09:30:00+00:00,T+12:15,79728.1,79796.5,0.0858,46,79786.07,79779.57,79796.5,10.43,yes,yes,0,0.9775
2026-05-04T09:42:30.001773+00:00,2026-05-04T09:30:00+00:00,T+12:30,79728.1,79824.0,0.1203,25,79824.0,79818.0,79830.0,0.0,yes,yes,0,0.9895
2026-05-04T09:42:45.000530+00:00,2026-05-04T09:30:00+00:00,T+12:45,79728.1,79831.5,0.1297,18,79831.1,79824.62,79831.5,0.4,yes,yes,0,0.992
2026-05-04T09:43:00.001305+00:00,2026-05-04T09:30:00+00:00,T+13:00,79728.1,79824.24,0.1206,24,79824.48,79823.28,79824.48,-0.24,yes,yes,0,0.9945
2026-05-04T09:43:15.000426+00:00,2026-05-04T09:30:00+00:00,T+13:15,79728.1,79846.86,0.149,8,79844.61,79838.5,79846.86,2.25,yes,yes,0,0.9965
2026-05-04T09:43:30.000902+00:00,2026-05-04T09:30:00+00:00,T+13:30,79728.1,79863.99,0.1704,30,79863.99,79859.11,79866.01,0.0,yes,yes,0,0.9985
2026-05-04T09:43:45.000801+00:00,2026-05-04T09:30:00+00:00,T+13:45,79728.1,79851.63,0.1549,27,79858.0,79851.62,79860.25,-6.37,yes,yes,0,0.9985
2026-05-04T09:44:00.000878+00:00,2026-05-04T09:30:00+00:00,T+14:00,79728.1,79844.02,0.1454,25,79844.02,79842.72,79845.49,0.0,yes,yes,0,0.9995
2026-05-04T09:44:15.000917+00:00,2026-05-04T09:30:00+00:00,T+14:15,79728.1,79837.86,0.1377,30,79836.18,79836.08,79838.93,1.68,yes,yes,0,0.9985
2026-05-04T09:44:30.000739+00:00,2026-05-04T09:30:00+00:00,T+14:30,79728.1,79838.7,0.1387,28,79838.71,79838.1,79842.87,-0.01,yes,yes,0,0.9985
2026-05-04T09:44:45.000565+00:00,2026-05-04T09:30:00+00:00,T+14:45,79728.1,79840.01,0.1404,18,79833.79,79832.04,79841.98,6.22,yes,yes,0,0.9985
2026-05-04T09:49:00.241476+00:00,2026-05-04T09:45:00+00:00,T+4:00,79837.35,79817.49,-0.0249,13,79808.23,79807.02,79817.49,9.26,no,no,0,0.38
2026-05-04T09:49:15.000359+00:00,2026-05-04T09:45:00+00:00,T+4:15,79837.35,79814.19,-0.029,19,79815.96,79814.19,79816.0,-1.77,no,no,0,0.355
2026-05-04T09:49:30.000724+00:00,2026-05-04T09:45:00+00:00,T+4:30,79837.35,79831.48,-0.0074,22,79829.52,79820.99,79831.5,1.96,no,no,0,0.445
2026-05-04T09:49:45.001907+00:00,2026-05-04T09:45:00+00:00,T+4:45,79837.35,79822.96,-0.018,5,79822.96,79822.96,79822.97,0.0,no,no,0,0.425
2026-05-04T09:50:00.001177+00:00,2026-05-04T09:45:00+00:00,T+5:00,79837.35,79862.15,0.0311,68,79852.46,79834.99,79869.28,9.69,yes,yes,0,0.615
2026-05-04T09:50:15.000903+00:00,2026-05-04T09:45:00+00:00,T+5:15,79837.35,79868.92,0.0395,15,79862.16,79862.15,79868.92,6.76,yes,yes,0,0.605
2026-05-04T09:50:30.000815+00:00,2026-05-04T09:45:00+00:00,T+5:30,79837.35,79866.85,0.037,12,79866.84,79866.84,79866.85,0.01,yes,yes,0,0.605
2026-05-04T09:50:45.000630+00:00,2026-05-04T09:45:00+00:00,T+5:45,79837.35,79874.19,0.0461,11,79874.19,79874.19,79874.2,0.0,yes,yes,0,0.655
2026-05-04T09:51:00.001245+00:00,2026-05-04T09:45:00+00:00,T+6:00,79837.35,79883.26,0.0575,8,79883.26,79883.26,79883.26,0.0,yes,yes,0,0.72
2026-05-04T09:51:15.001063+00:00,2026-05-04T09:45:00+00:00,T+6:15,79837.35,79877.0,0.0497,11,79877.0,79877.0,79877.01,0.0,yes,yes,0,0.695
2026-05-04T09:51:30.000757+00:00,2026-05-04T09:45:00+00:00,T+6:30,79837.35,79877.0,0.0497,10,79877.0,79877.0,79877.0,0.0,yes,yes,0,0.715
2026-05-04T09:51:45.001156+00:00,2026-05-04T09:45:00+00:00,T+6:45,79837.35,79863.0,0.0321,8,79863.0,79863.0,79863.0,0.0,yes,yes,0,0.635
2026-05-04T09:52:00.001095+00:00,2026-05-04T09:45:00+00:00,T+7:00,79837.35,79856.0,0.0234,30,79859.65,79856.0,79863.0,-3.65,yes,yes,0,0.605
2026-05-04T09:52:15.000810+00:00,2026-05-04T09:45:00+00:00,T+7:15,79837.35,79856.75,0.0243,19,79854.95,79854.94,79859.48,1.8,yes,yes,0,0.605
2026-05-04T09:52:30.000595+00:00,2026-05-04T09:45:00+00:00,T+7:30,79837.35,79856.75,0.0243,5,79856.75,79856.75,79856.75,0.0,yes,yes,0,0.605
2026-05-04T09:52:45.000879+00:00,2026-05-04T09:45:00+00:00,T+7:45,79837.35,79846.65,0.0116,9,79846.65,79846.65,79846.66,0.0,yes,yes,0,0.565
2026-05-04T09:53:00.000743+00:00,2026-05-04T09:45:00+00:00,T+8:00,79837.35,79848.75,0.0143,12,79848.75,79848.75,79848.75,0.0,yes,yes,0,0.565
2026-05-04T09:53:15.000888+00:00,2026-05-04T09:45:00+00:00,T+8:15,79837.35,79870.0,0.0409,20,79870.0,79869.98,79870.0,0.0,yes,yes,0,0.715
2026-05-04T09:53:30.000984+00:00,2026-05-04T09:45:00+00:00,T+8:30,79837.35,79874.63,0.0467,18,79874.63,79871.98,79877.57,0.0,yes,yes,0,0.765
2026-05-04T09:53:45.001006+00:00,2026-05-04T09:45:00+00:00,T+8:45,79837.35,79884.0,0.0584,12,79882.21,79882.2,79884.0,1.79,yes,yes,0,0.815
2026-05-04T09:54:00.003835+00:00,2026-05-04T09:45:00+00:00,T+9:00,79837.35,79884.55,0.0591,15,79884.03,79884.0,79886.46,0.52,yes,yes,0,0.825
