window_ts,mode,ticker,close_time,btc_t0,btc_t5,btc_t10,n_yes_bets,n_no_bets,total_bets,total_yes_stake,total_no_stake,total_wagered,settlement_ts,market_winner,yes_pnl,no_pnl,total_pnl,outcome,cumulative_pnl
2026-05-02T09:00:00+00:00,dh-target,KXBTC15M-26MAY020515-15,2026-05-02T09:15:00Z,78310.31,78302.21,78299.8,0,2,2,0.0,64.1204,64.1204,2026-05-02T09:15:24.183422+00:00,no,0,61.1578,61.1578,net_win,1772.7727
2026-05-02T09:15:00+00:00,dh-target,KXBTC15M-26MAY020530-30,2026-05-02T09:30:00Z,78296.42,78320.0,78310.11,2,0,2,33.2562,0.0,33.2562,2026-05-02T09:30:24.132022+00:00,yes,7.0176,0,7.0176,net_win,1779.7903
2026-05-02T09:30:00+00:00,dh-target,KXBTC15M-26MAY020545-45,2026-05-02T09:45:00Z,78310.97,78264.72,78313.64,2,2,4,104.2181,75.9616,180.1798,2026-05-02T09:45:24.170747+00:00,yes,142.9914,-75.9591,67.0323,net_win,1846.8226
2026-05-02T09:45:00+00:00,dh-target,KXBTC15M-26MAY020600-00,2026-05-02T10:00:00Z,78325.35,78317.06,78302.2,0,1,1,0.0,43.6886,43.6886,2026-05-02T10:00:24.109672+00:00,no,0,30.6523,30.6523,net_win,1877.475
2026-05-02T10:00:00+00:00,dh-target,KXBTC15M-26MAY020615-15,2026-05-02T10:15:00Z,78294.79,78290.12,78299.8,1,2,3,76.3298,54.4227,130.7524,2026-05-02T10:15:24.152571+00:00,yes,76.9021,-54.4234,22.4787,net_win,1899.9536
2026-05-02T10:15:00+00:00,dh-target,KXBTC15M-26MAY020630-30,2026-05-02T10:30:00Z,78302.75,78297.1,78240.97,0,3,3,0.0,69.3894,69.3894,2026-05-02T10:30:24.129441+00:00,no,0,45.5674,45.5674,net_win,1945.521
2026-05-02T10:30:00+00:00,dh-target,KXBTC15M-26MAY020645-45,2026-05-02T10:45:00Z,78242.87,78253.16,78235.1,1,2,3,29.2638,53.6783,82.9421,2026-05-02T10:45:24.124738+00:00,no,-29.2656,28.2909,-0.9747,net_loss,1944.5463
2026-05-02T10:45:00+00:00,dh-target,KXBTC15M-26MAY020700-00,2026-05-02T11:00:00Z,78231.61,78239.29,78262.13,2,0,2,66.6404,0.0,66.6404,2026-05-02T11:00:24.346265+00:00,yes,38.8808,0,38.8808,net_win,1983.4271
2026-05-02T11:00:00+00:00,dh-target,KXBTC15M-26MAY020715-15,2026-05-02T11:15:00Z,78250.65,78194.15,78164.86,0,5,5,0.0,126.4989,126.4989,2026-05-02T11:15:34.523895+00:00,no,0,6.697,6.697,net_win,1990.1241
2026-05-02T11:15:00+00:00,dh-target,KXBTC15M-26MAY020730-30,2026-05-02T11:30:00Z,78177.8,78196.0,78216.77,3,0,3,46.9026,0.0,46.9026,2026-05-02T11:30:24.143906+00:00,yes,17.3354,0,17.3354,net_win,2007.4595
2026-05-02T11:30:00+00:00,dh-target,KXBTC15M-26MAY020745-45,2026-05-02T11:45:00Z,78216.48,78199.98,78137.21,0,4,4,0.0,114.6734,114.6734,2026-05-02T11:45:24.130261+00:00,no,0,26.4481,26.4481,net_win,2033.9077
2026-05-02T11:45:00+00:00,dh-target,KXBTC15M-26MAY020800-00,2026-05-02T12:00:00Z,78147.98,78109.82,78147.05,1,4,5,57.8653,99.75,157.6153,2026-05-02T12:00:34.394681+00:00,yes,49.6754,-99.7509,-50.0755,net_loss,1983.8321
2026-05-02T12:00:00+00:00,dh-target,KXBTC15M-26MAY020815-15,2026-05-02T12:15:00Z,78148.85,78120.22,78139.99,1,2,3,63.6455,53.8425,117.4879,2026-05-02T12:15:24.129339+00:00,no,-63.645,10.5333,-53.1117,net_loss,1930.7204
2026-05-02T12:15:00+00:00,dh-target,KXBTC15M-26MAY020830-30,2026-05-02T12:30:00Z,78146.95,78145.47,78247.89,3,2,5,146.7103,48.973,195.6832,2026-05-02T12:30:24.267565+00:00,yes,56.1389,-48.9722,7.1667,net_win,1937.8871
2026-05-02T12:30:00+00:00,dh-target,KXBTC15M-26MAY020845-45,2026-05-02T12:45:00Z,78245.65,78223.11,78212.38,0,3,3,0.0,51.1102,51.1102,2026-05-02T12:45:24.179343+00:00,no,0,21.2436,21.2436,net_win,1959.1307
2026-05-02T12:45:00+00:00,dh-target,KXBTC15M-26MAY020900-00,2026-05-02T13:00:00Z,78221.29,78210.36,78208.01,0,2,2,0.0,97.7234,97.7234,2026-05-02T13:00:24.123952+00:00,no,0,77.5361,77.5361,net_win,2036.6668
2026-05-02T13:00:00+00:00,dh-target,KXBTC15M-26MAY020915-15,2026-05-02T13:15:00Z,78210.72,78271.24,78359.16,7,0,7,192.7826,0.0,192.7826,2026-05-02T13:15:24.152706+00:00,yes,9.2924,0,9.2924,net_win,2045.9592
2026-05-02T13:15:00+00:00,dh-target,KXBTC15M-26MAY020930-30,2026-05-02T13:30:00Z,78402.31,78348.24,78301.89,0,5,5,0.0,144.4745,144.4745,2026-05-02T13:30:24.141526+00:00,no,0,15.4123,15.4123,net_win,2061.3714
2026-05-02T13:30:00+00:00,dh-target,KXBTC15M-26MAY020945-45,2026-05-02T13:45:00Z,78305.0,78308.13,78341.81,2,1,3,53.0102,51.1613,104.1714,2026-05-02T13:45:24.096936+00:00,yes,44.2668,-51.1628,-6.896,net_loss,2054.4754
2026-05-02T13:45:00+00:00,dh-target,KXBTC15M-26MAY021000-00,2026-05-02T14:00:00Z,78357.85,78341.85,78378.92,1,2,3,18.8598,39.7981,58.6579,2026-05-02T14:00:24.164176+00:00,yes,2.6211,-39.7984,-37.1773,net_loss,2017.2981
2026-05-02T14:00:00+00:00,dh-target,KXBTC15M-26MAY021015-15,2026-05-02T14:15:00Z,78361.99,78385.09,78323.27,2,1,3,49.4797,54.0545,103.5342,2026-05-02T14:15:24.129598+00:00,no,-49.4845,48.2996,-1.1849,net_loss,2016.1133
2026-05-02T14:15:00+00:00,dh-target,KXBTC15M-26MAY021030-30,2026-05-02T14:30:00Z,78316.34,78327.48,78414.0,3,1,4,352.0645,62.7124,414.7769,2026-05-02T14:30:34.499048+00:00,yes,118.199,-62.7118,55.4872,net_win,2071.6005
2026-05-02T14:30:00+00:00,dh-target,KXBTC15M-26MAY021045-45,2026-05-02T14:45:00Z,78406.99,78414.95,78393.71,2,1,3,52.0836,99.839,151.9227,2026-05-02T14:45:24.140644+00:00,no,-52.0835,79.0959,27.0124,net_win,2098.6129
2026-05-02T14:45:00+00:00,dh-target,KXBTC15M-26MAY021100-00,2026-05-02T15:00:00Z,78389.63,78429.24,78415.33,1,0,1,80.2355,0.0,80.2355,2026-05-02T15:00:24.138226+00:00,yes,36.7513,0,36.7513,net_win,2135.3642
2026-05-02T16:30:00+00:00,dh-target,KXBTC15M-26MAY021245-45,2026-05-02T16:45:00Z,78514.15,78475.01,78483.04,0,3,3,0.0,67.1582,67.1582,2026-05-02T16:45:25.169635+00:00,no,0,20.37,20.37,net_win,2155.7342
2026-05-02T16:45:00+00:00,dh-target,KXBTC15M-26MAY021300-00,2026-05-02T17:00:00Z,78452.16,78444.44,78453.59,1,1,2,43.7206,46.5174,90.2379,2026-05-02T17:00:25.135446+00:00,no,-43.7184,35.3967,-8.3217,net_loss,2147.4125
2026-05-02T17:00:00+00:00,dh-target,KXBTC15M-26MAY021315-15,2026-05-02T17:15:00Z,78449.91,78438.2,78420.07,0,2,2,0.0,51.6221,51.6221,2026-05-02T17:15:24.196378+00:00,no,0,26.4011,26.4011,net_win,2173.8136
2026-05-02T17:15:00+00:00,dh-target,KXBTC15M-26MAY021330-30,2026-05-02T17:30:00Z,78435.09,78427.86,78428.94,1,3,4,69.8758,67.0506,136.9264,2026-05-02T17:31:06.006602+00:00,yes,205.7848,-67.0506,138.7342,net_win,2312.5478
2026-05-02T17:30:00+00:00,dh-target,KXBTC15M-26MAY021345-45,2026-05-02T17:45:00Z,78442.3,78439.46,78436.33,1,2,3,53.6021,77.195,130.7971,2026-05-02T17:45:24.284018+00:00,no,-53.6032,177.0133,123.4101,net_win,2435.9579
2026-05-02T18:00:00+00:00,dh-target,KXBTC15M-26MAY021415-15,2026-05-02T18:15:00Z,78394.07,78361.46,78327.03,0,2,2,0.0,6.4648,6.4648,2026-05-02T18:15:24.224286+00:00,no,0,0.2818,0.2818,net_win,0.2818
2026-05-02T18:15:00+00:00,dh-target,KXBTC15M-26MAY021430-30,2026-05-02T18:30:00Z,78319.14,78372.45,78366.01,1,0,1,3.6044,0.0,3.6044,2026-05-02T18:30:34.444453+00:00,yes,0.4464,0,0.4464,net_win,0.7282
2026-05-02T18:30:00+00:00,dh-target,KXBTC15M-26MAY021445-45,2026-05-02T18:45:00Z,78378.66,78440.02,78408.48,1,0,1,3.5658,0.0,3.5658,2026-05-02T18:45:25.436154+00:00,yes,0.2306,0,0.2306,net_win,0.9588
2026-05-02T18:45:00+00:00,dh-target,KXBTC15M-26MAY021500-00,2026-05-02T19:00:00Z,78409.72,78438.9,78479.0,2,0,2,6.7156,0.0,6.7156,2026-05-02T19:00:25.157827+00:00,yes,-0.0019,0,-0.0019,net_loss,0.957
2026-05-02T19:00:00+00:00,dh-target,KXBTC15M-26MAY021515-15,2026-05-02T19:15:00Z,78459.49,78462.16,78465.87,1,1,2,4.8194,3.3436,8.163,2026-05-02T19:15:24.273957+00:00,yes,4.65,-3.45,1.2,net_win,2.157
2026-05-02T19:15:00+00:00,dh-target,KXBTC15M-26MAY021530-30,2026-05-02T19:30:00Z,78491.15,78455.01,78450.48,0,1,1,0.0,3.9218,3.9218,2026-05-02T19:30:24.274187+00:00,no,0,0.0967,0.0967,net_win,2.2537
2026-05-02T19:30:00+00:00,dh-target,KXBTC15M-26MAY021545-45,2026-05-02T19:45:00Z,78450.35,78455.51,78516.05,1,0,1,3.9972,0.0,3.9972,2026-05-02T19:45:24.205970+00:00,yes,2.7993,0,2.7993,net_win,5.053
2026-05-02T19:45:00+00:00,dh-target,KXBTC15M-26MAY021600-00,2026-05-02T20:00:00Z,78490.34,78491.67,78458.96,1,1,2,3.9651,3.4334,7.3985,2026-05-02T20:00:24.283105+00:00,no,-3.85,1.5345,-2.3155,net_loss,2.7375
2026-05-02T20:00:00+00:00,dh-target,KXBTC15M-26MAY021615-15,2026-05-02T20:15:00Z,78454.0,78448.14,78428.53,1,1,2,5.9427,3.8965,9.8392,2026-05-02T20:15:34.867396+00:00,no,-6.02,2.7342,-3.2858,net_loss,-0.5483
2026-05-02T20:15:00+00:00,dh-target,KXBTC15M-26MAY021630-30,2026-05-02T20:30:00Z,78431.69,78424.94,78432.45,1,1,2,4.8302,4.4543,9.2845,2026-05-02T20:30:24.092727+00:00,no,-5.04,3.348,-1.692,net_loss,-2.2403
2026-05-02T20:30:00+00:00,dh-target,KXBTC15M-26MAY021645-45,2026-05-02T20:45:00Z,78428.98,78446.58,78470.82,1,0,1,3.627,0.0,3.627,2026-05-02T20:45:24.267562+00:00,yes,0.0335,0,0.0335,net_win,-2.2068
2026-05-02T20:45:00+00:00,dh-target,KXBTC15M-26MAY021700-00,2026-05-02T21:00:00Z,78429.6,78420.91,78458.11,1,0,1,4.3817,0.0,4.3817,2026-05-02T21:00:24.147866+00:00,yes,2.6691,0,2.6691,net_win,0.4623
2026-05-02T21:00:00+00:00,dh-target,KXBTC15M-26MAY021715-15,2026-05-02T21:15:00Z,78452.97,78487.99,78493.25,1,0,1,4.1114,0.0,4.1114,2026-05-02T21:15:34.697643+00:00,no,-4.2,0,-4.2,net_loss,-3.7377
2026-05-02T21:15:00+00:00,dh-target,KXBTC15M-26MAY021730-30,2026-05-02T21:30:00Z,78449.78,78481.36,78497.01,1,0,1,3.9507,0.0,3.9507,2026-05-02T21:30:24.248456+00:00,yes,-0.0186,0,-0.0186,net_loss,-3.7563
2026-05-02T21:30:00+00:00,dh-target,KXBTC15M-26MAY021745-45,2026-05-02T21:45:00Z,78492.76,78540.04,78791.12,3,0,3,25.2873,0.0,25.2873,2026-05-02T21:45:24.269435+00:00,yes,0.4064,0,0.4064,net_win,-3.3499
2026-05-02T21:45:00+00:00,dh-target,KXBTC15M-26MAY021800-00,2026-05-02T22:00:00Z,78776.62,78825.73,78749.61,1,2,3,9.6691,9.6577,19.3269,2026-05-02T22:00:24.127280+00:00,no,-9.9,3.8967,-6.0033,net_loss,-9.3532
