window_ts,timestamp,mode,ticker,close_time,direction,btc_t0,btc_t5,btc_price_age_secs,abs_pct_move,yes_bid,yes_ask,spread,kalshi_yes_t5,mispricing,f_btc,g_misprice,stake,fill_price,count,order_id,order_result,settlement_ts,market_winner,outcome,pnl,cumulative_pnl
2026-05-01T08:00:00+00:00,dh-target,KXBTC15M-26MAY010415-15,2026-05-01T08:15:00Z,8,77108.18,77076.97,0.23,0.040476,0.32,0.33,0.01,0.325,no,0.0,76.3689,0.0,66.6897,no,0.023,0.699515,1.091741,9.6793,0.68,14.23,paper,paper
2026-05-01T08:00:00+00:00,dh-target,KXBTC15M-26MAY010415-15,2026-05-01T08:15:00Z,9,77108.18,77124.38,0.21,0.021009,0.5,0.51,0.01,0.505,yes,84.4592,0.0,0.0,76.3689,yes,0.193,0.512467,1.648091,84.4592,0.51,165.61,paper,paper
2026-05-01T08:15:00+00:00,dh-target,KXBTC15M-26MAY010430-30,2026-05-01T08:30:00Z,5,77188.32,77327.53,0.16,0.180351,0.926,0.93,0.004,0.928,yes,68.498,0.0,0.0,0.0,yes,-0.23,2.498993,0.274103,68.498,0.93,73.65,paper,paper
2026-05-01T08:30:00+00:00,dh-target,KXBTC15M-26MAY010445-45,2026-05-01T08:45:00Z,5,77432.88,77402.21,0.46,0.039608,0.33,0.34,0.01,0.335,no,0.0,78.0844,0.0,0.0,no,0.033,0.690256,1.131239,78.0844,0.67,116.54,paper,paper
2026-05-01T08:45:00+00:00,dh-target,KXBTC15M-26MAY010500-00,2026-05-01T09:00:00Z,5,77353.67,77351.5,0.44,0.002805,0.46,0.47,0.01,0.465,no,0.0,59.0922,0.0,0.0,no,0.163,0.375662,1.573015,59.0922,0.54,109.43,paper,paper
2026-05-01T08:45:00+00:00,dh-target,KXBTC15M-26MAY010500-00,2026-05-01T09:00:00Z,7,77353.67,77358.32,0.46,0.006011,0.51,0.52,0.01,0.515,yes,64.524,0.0,0.0,59.0922,yes,0.183,0.397245,1.624287,64.524,0.52,124.08,paper,paper
2026-05-01T08:45:00+00:00,dh-target,KXBTC15M-26MAY010500-00,2026-05-01T09:00:00Z,9,77353.67,77349.08,0.48,0.005934,0.49,0.5,0.01,0.495,no,0.0,65.3815,64.524,59.0922,no,0.193,0.396711,1.648091,6.2893,0.51,12.33,paper,paper
2026-05-01T08:45:00+00:00,dh-target,KXBTC15M-26MAY010500-00,2026-05-01T09:00:00Z,10,77353.67,77341.52,0.14,0.015707,0.47,0.48,0.01,0.475,no,0.0,74.9998,64.524,65.3815,no,0.173,0.468964,1.599265,9.6183,0.53,18.15,paper,paper
2026-05-01T09:00:00+00:00,dh-target,KXBTC15M-26MAY010515-15,2026-05-01T09:15:00Z,5,77360.41,77303.84,0.4,0.073125,0.12,0.13,0.01,0.125,no,0.0,43.2102,0.0,0.0,no,-0.177,1.106312,0.390579,43.2102,0.88,49.1,paper,paper
2026-05-01T09:00:00+00:00,dh-target,KXBTC15M-26MAY010515-15,2026-05-01T09:15:00Z,8,77360.41,77303.4,0.08,0.073694,0.17,0.18,0.01,0.175,no,0.0,59.2361,0.0,43.2102,no,-0.127,1.114267,0.531615,16.0259,0.83,19.31,paper,paper
2026-05-01T09:15:00+00:00,dh-target,KXBTC15M-26MAY010530-30,2026-05-01T09:30:00Z,5,77319.74,77317.24,0.49,0.003233,0.42,0.43,0.01,0.425,no,0.0,55.0998,0.0,0.0,no,0.123,0.378484,1.455802,55.0998,0.58,95.0,paper,paper
2026-05-01T09:15:00+00:00,dh-target,KXBTC15M-26MAY010530-30,2026-05-01T09:30:00Z,6,77319.74,77330.44,0.48,0.013839,0.54,0.56,0.02,0.55,yes,69.5788,0.0,0.0,55.0998,yes,0.148,0.454368,1.531333,69.5788,0.56,124.25,paper,paper
2026-05-01T09:15:00+00:00,dh-target,KXBTC15M-26MAY010530-30,2026-05-01T09:30:00Z,7,77319.74,77302.98,0.17,0.021676,0.49,0.5,0.01,0.495,no,0.0,85.3972,69.5788,55.0998,no,0.193,0.518158,1.648091,30.2974,0.51,59.41,paper,paper
2026-05-01T09:15:00+00:00,dh-target,KXBTC15M-26MAY010530-30,2026-05-01T09:30:00Z,10,77319.74,77357.46,0.15,0.048784,0.63,0.64,0.01,0.635,yes,98.8169,0.0,69.5788,85.3972,yes,0.063,0.792565,1.246798,29.2381,0.64,45.68,paper,paper
2026-05-01T09:30:00+00:00,dh-target,KXBTC15M-26MAY010545-45,2026-05-01T09:45:00Z,5,77336.66,77301.98,0.36,0.044843,0.21,0.22,0.01,0.215,no,0.0,49.7356,0.0,0.0,no,-0.087,0.747455,0.665399,49.7356,0.79,62.96,paper,paper
2026-05-01T09:30:00+00:00,dh-target,KXBTC15M-26MAY010545-45,2026-05-01T09:45:00Z,6,77336.66,77288.2,0.03,0.062661,0.21,0.22,0.01,0.215,no,0.0,64.1825,0.0,49.7356,no,-0.087,0.964571,0.665399,14.4469,0.79,18.29,paper,paper
