window_ts,timestamp,mode,ticker,close_time,direction,btc_t0,btc_t5,btc_price_age_secs,abs_pct_move,yes_bid,yes_ask,spread,kalshi_yes_t5,mispricing,f_btc,g_misprice,stake,fill_price,count,order_id,order_result,settlement_ts,market_winner,outcome,pnl,cumulative_pnl
2026-05-02T08:45:00+00:00,dh-target,KXBTC15M-26MAY020500-00,2026-05-02T09:00:00Z,10,78327.21,78316.01,0.07,0.014299,0.913,0.914,0.001,0.9135,no,0.0,90.3684,47.9301,47.41,no,0.5384,0.457929,1.973416,42.9585,0.087,493.78,paper,paper
2026-05-02T09:00:00+00:00,dh-target,KXBTC15M-26MAY020515-15,2026-05-02T09:15:00Z,4,78310.31,78302.21,5.77,0.010343,0.45,0.47,0.02,0.46,no,0.0,47.7671,0.0,0.0,no,0.0291,0.428068,1.115877,47.7671,0.55,86.85,paper,paper
2026-05-02T09:00:00+00:00,dh-target,KXBTC15M-26MAY020515-15,2026-05-02T09:15:00Z,11,78310.31,78310.18,2.68,0.000166,0.62,0.63,0.01,0.625,no,0.0,64.1204,0.0,47.7671,no,0.2664,0.358656,1.787798,16.3533,0.38,43.03,paper,paper
2026-05-02T09:15:00+00:00,dh-target,KXBTC15M-26MAY020530-30,2026-05-02T09:30:00Z,4,78296.42,78320.0,1.41,0.030116,0.76,0.77,0.01,0.765,yes,20.526,0.0,0.0,0.0,yes,-0.1959,0.594557,0.345232,20.526,0.77,26.66,paper,paper
2026-05-02T09:15:00+00:00,dh-target,KXBTC15M-26MAY020530-30,2026-05-02T09:30:00Z,6,78296.42,78337.85,0.77,0.052914,0.89,0.9,0.01,0.895,yes,33.2562,0.0,20.526,0.0,yes,-0.1752,0.841663,0.395125,12.7302,0.9,14.14,paper,paper
2026-05-02T09:30:00+00:00,dh-target,KXBTC15M-26MAY020545-45,2026-05-02T09:45:00Z,4,78310.97,78264.72,4.07,0.059059,0.22,0.23,0.01,0.225,no,0.0,52.8313,0.0,0.0,no,-0.1133,0.918048,0.575474,52.8313,0.78,67.73,paper,paper
2026-05-02T09:30:00+00:00,dh-target,KXBTC15M-26MAY020545-45,2026-05-02T09:45:00Z,5,78310.97,78318.39,0.07,0.009475,0.33,0.34,0.01,0.335,yes,74.3489,0.0,0.0,52.8313,yes,0.2508,0.421733,1.762935,74.3489,0.34,218.67,paper,paper
2026-05-02T09:30:00+00:00,dh-target,KXBTC15M-26MAY020545-45,2026-05-02T09:45:00Z,7,78310.97,78371.96,0.35,0.077882,0.75,0.76,0.01,0.755,yes,104.2181,0.0,74.3489,52.8313,yes,-0.0281,1.173534,0.888071,29.8693,0.76,39.3,paper,paper
2026-05-02T09:30:00+00:00,dh-target,KXBTC15M-26MAY020545-45,2026-05-02T09:45:00Z,10,78310.97,78304.36,0.09,0.008441,0.67,0.68,0.01,0.675,no,0.0,75.9616,104.2181,52.8313,no,0.2999,0.414291,1.833533,23.1304,0.33,70.09,paper,paper
2026-05-02T09:45:00+00:00,dh-target,KXBTC15M-26MAY020600-00,2026-05-02T10:00:00Z,4,78325.35,78317.06,3.84,0.010584,0.43,0.44,0.01,0.435,no,0.0,43.6886,0.0,0.0,no,0.0041,0.429837,1.016399,43.6886,0.57,76.65,paper,paper
2026-05-02T10:00:00+00:00,dh-target,KXBTC15M-26MAY020615-15,2026-05-02T10:15:00Z,4,78294.79,78290.12,1.48,0.005965,0.46,0.47,0.01,0.465,no,0.0,45.073,0.0,0.0,no,0.0341,0.396923,1.13556,45.073,0.54,83.47,paper,paper
2026-05-02T10:00:00+00:00,dh-target,KXBTC15M-26MAY020615-15,2026-05-02T10:15:00Z,5,78294.79,78313.63,0.55,0.024063,0.47,0.48,0.01,0.475,yes,76.3298,0.0,0.0,45.073,yes,0.1108,0.538941,1.416293,76.3298,0.48,159.02,paper,paper
2026-05-02T10:00:00+00:00,dh-target,KXBTC15M-26MAY020615-15,2026-05-02T10:15:00Z,8,78294.79,78280.93,1.82,0.017702,0.42,0.43,0.01,0.425,no,0.0,54.4227,76.3298,45.073,no,0.0307,0.48497,1.122186,9.3497,0.58,16.12,paper,paper
2026-05-02T10:15:00+00:00,dh-target,KXBTC15M-26MAY020630-30,2026-05-02T10:30:00Z,4,78302.75,78297.1,5.11,0.007216,0.44,0.45,0.01,0.445,no,0.0,42.8472,0.0,0.0,no,0.0141,0.405619,1.05634,42.8472,0.56,76.51,paper,paper
2026-05-02T10:15:00+00:00,dh-target,KXBTC15M-26MAY020630-30,2026-05-02T10:30:00Z,5,78302.75,78282.5,0.09,0.025861,0.44,0.45,0.01,0.445,no,0.0,62.306,0.0,42.8472,no,0.0308,0.555025,1.12258,19.4588,0.56,34.75,paper,paper
2026-05-02T10:15:00+00:00,dh-target,KXBTC15M-26MAY020630-30,2026-05-02T10:30:00Z,13,78302.75,78240.97,0.42,0.078899,0.006,0.007,0.001,0.0065,no,0.0,69.3894,0.0,62.306,no,-0.1107,1.188099,0.584037,7.0834,0.994,7.13,paper,paper
2026-05-02T10:30:00+00:00,dh-target,KXBTC15M-26MAY020645-45,2026-05-02T10:45:00Z,4,78242.87,78253.16,0.11,0.013151,0.65,0.67,0.02,0.66,yes,29.2638,0.0,0.0,0.0,yes,-0.0909,0.449094,0.651619,29.2638,0.67,43.68,paper,paper
2026-05-02T10:30:00+00:00,dh-target,KXBTC15M-26MAY020645-45,2026-05-02T10:45:00Z,11,78242.87,78234.07,1.35,0.011247,0.36,0.37,0.01,0.365,no,0.0,44.587,29.2638,0.0,no,0.0064,0.434743,1.025594,44.587,0.64,69.67,paper,paper
2026-05-02T10:30:00+00:00,dh-target,KXBTC15M-26MAY020645-45,2026-05-02T10:45:00Z,13,78242.87,78235.1,0.32,0.009931,0.37,0.38,0.01,0.375,no,0.0,53.6783,29.2638,44.587,no,0.0673,0.425047,1.26288,9.0913,0.63,14.43,paper,paper
2026-05-02T10:45:00+00:00,dh-target,KXBTC15M-26MAY020700-00,2026-05-02T11:00:00Z,4,78231.61,78239.29,8.48,0.009817,0.6,0.61,0.01,0.605,yes,36.3716,0.0,0.0,0.0,yes,-0.0359,0.424218,0.857379,36.3716,0.61,59.63,paper,paper
2026-05-02T10:45:00+00:00,dh-target,KXBTC15M-26MAY020700-00,2026-05-02T11:00:00Z,5,78231.61,78266.0,0.02,0.043959,0.6,0.62,0.02,0.61,yes,66.6404,0.0,36.3716,0.0,yes,-0.0242,0.73758,0.903501,30.2689,0.62,48.82,paper,paper
2026-05-02T11:00:00+00:00,dh-target,KXBTC15M-26MAY020715-15,2026-05-02T11:15:00Z,4,78250.65,78194.15,2.63,0.072204,0.14,0.15,0.01,0.145,no,0.0,38.4043,0.0,0.0,no,-0.1933,1.093474,0.351214,38.4043,0.86,44.66,paper,paper
2026-05-02T11:00:00+00:00,dh-target,KXBTC15M-26MAY020715-15,2026-05-02T11:15:00Z,9,78250.65,78185.63,4.33,0.083092,0.031,0.038,0.007,0.0345,no,0.0,45.5317,0.0,38.4043,no,-0.1876,1.248769,0.364612,7.1274,0.969,7.36,paper,paper
2026-05-02T11:00:00+00:00,dh-target,KXBTC15M-26MAY020715-15,2026-05-02T11:15:00Z,11,78250.65,78192.42,5.16,0.074415,0.021,0.028,0.007,0.0245,no,0.0,50.9416,0.0,45.5317,no,-0.1535,1.124381,0.453063,5.4099,0.979,5.53,paper,paper
2026-05-02T11:00:00+00:00,dh-target,KXBTC15M-26MAY020715-15,2026-05-02T11:15:00Z,12,78250.65,78175.01,0.93,0.096664,0.013,0.016,0.003,0.0145,no,0.0,71.73,0.0,50.9416,no,-0.1391,1.449975,0.494699,20.7884,0.987,21.06,paper,paper
2026-05-02T11:00:00+00:00,dh-target,KXBTC15M-26MAY020715-15,2026-05-02T11:15:00Z,13,78250.65,78164.86,3.24,0.109635,0.006,0.007,0.001,0.0065,no,0.0,126.4989,0.0,71.73,no,-0.0587,1.644078,0.769422,54.7689,0.994,55.1,paper,paper
2026-05-02T11:15:00+00:00,dh-target,KXBTC15M-26MAY020730-30,2026-05-02T11:30:00Z,4,78177.8,78196.0,1.31,0.02328,0.71,0.72,0.01,0.715,yes,25.2579,0.0,0.0,0.0,yes,-0.1459,0.532055,0.474723,25.2579,0.72,35.08,paper,paper
2026-05-02T11:15:00+00:00,dh-target,KXBTC15M-26MAY020730-30,2026-05-02T11:30:00Z,5,78177.8,78196.0,0.75,0.02328,0.64,0.65,0.01,0.645,yes,40.8368,0.0,25.2579,0.0,yes,-0.0592,0.532055,0.767529,15.5789,0.65,23.97,paper,paper
2026-05-02T11:15:00+00:00,dh-target,KXBTC15M-26MAY020730-30,2026-05-02T11:30:00Z,9,78177.8,78230.6,3.96,0.067538,0.927,0.934,0.007,0.9305,yes,46.9026,0.0,40.8368,0.0,yes,-0.1526,1.029487,0.455591,6.0658,0.934,6.49,paper,paper
2026-05-02T11:30:00+00:00,dh-target,KXBTC15M-26MAY020745-45,2026-05-02T11:45:00Z,4,78216.48,78199.98,2.71,0.021095,0.39,0.4,0.01,0.395,no,0.0,44.0004,0.0,0.0,no,-0.0359,0.513197,0.857379,44.0004,0.61,72.13,paper,paper
2026-05-02T11:30:00+00:00,dh-target,KXBTC15M-26MAY020745-45,2026-05-02T11:45:00Z,11,78216.48,78143.09,0.17,0.093829,0.012,0.013,0.001,0.0125,no,0.0,59.1606,0.0,44.0004,no,-0.1655,1.407557,0.420307,15.1602,0.988,15.34,paper,paper
2026-05-02T11:30:00+00:00,dh-target,KXBTC15M-26MAY020745-45,2026-05-02T11:45:00Z,12,78216.48,78143.08,3.99,0.093842,0.004,0.005,0.001,0.0045,no,0.0,65.5331,0.0,59.1606,no,-0.1491,1.407748,0.465517,6.3725,0.996,6.4,paper,paper
2026-05-02T11:30:00+00:00,dh-target,KXBTC15M-26MAY020745-45,2026-05-02T11:45:00Z,13,78216.48,78137.21,1.12,0.101347,0.002,0.003,0.001,0.0025,no,0.0,114.6734,0.0,65.5331,no,-0.0627,1.520203,0.754329,49.1403,0.998,49.24,paper,paper
2026-05-02T11:45:00+00:00,dh-target,KXBTC15M-26MAY020800-00,2026-05-02T12:00:00Z,4,78147.98,78109.82,0.01,0.04883,0.21,0.22,0.01,0.215,no,0.0,23.9431,0.0,0.0,no,-0.2159,0.793102,0.301892,23.9431,0.79,30.31,paper,paper
2026-05-02T11:45:00+00:00,dh-target,KXBTC15M-26MAY020800-00,2026-05-02T12:00:00Z,5,78147.98,78102.98,1.86,0.057583,0.11,0.12,0.01,0.115,no,0.0,34.3195,0.0,23.9431,no,-0.1806,0.899344,0.381606,10.3764,0.89,11.66,paper,paper
2026-05-02T11:45:00+00:00,dh-target,KXBTC15M-26MAY020800-00,2026-05-02T12:00:00Z,7,78147.98,78097.27,1.71,0.06489,0.097,0.11,0.013,0.1035,no,0.0,40.7052,0.0,34.3195,no,-0.1696,0.99397,0.409522,6.3857,0.903,7.07,paper,paper
2026-05-02T11:45:00+00:00,dh-target,KXBTC15M-26MAY020800-00,2026-05-02T12:00:00Z,10,78147.98,78105.67,0.13,0.054141,0.24,0.25,0.01,0.245,no,0.0,99.75,0.0,40.7052,no,0.0415,0.856597,1.164492,59.0448,0.76,77.69,paper,paper
2026-05-02T11:45:00+00:00,dh-target,KXBTC15M-26MAY020800-00,2026-05-02T12:00:00Z,12,78147.98,78149.99,5.69,0.002572,0.51,0.52,0.01,0.515,yes,57.8653,0.0,0.0,99.75,yes,0.1534,0.374132,1.546656,57.8653,0.52,111.28,paper,paper
2026-05-02T12:00:00+00:00,dh-target,KXBTC15M-26MAY020815-15,2026-05-02T12:15:00Z,4,78148.85,78120.22,0.04,0.036635,0.24,0.25,0.01,0.245,no,0.0,24.3023,0.0,0.0,no,-0.1859,0.659162,0.368685,24.3023,0.76,31.98,paper,paper
2026-05-02T12:00:00+00:00,dh-target,KXBTC15M-26MAY020815-15,2026-05-02T12:15:00Z,7,78148.85,78159.05,0.58,0.013052,0.49,0.5,0.01,0.495,yes,63.6455,0.0,0.0,24.3023,yes,0.1118,0.448335,1.419595,63.6455,0.5,127.29,paper,paper
2026-05-02T12:00:00+00:00,dh-target,KXBTC15M-26MAY020815-15,2026-05-02T12:15:00Z,10,78148.85,78109.19,0.64,0.050749,0.11,0.12,0.01,0.115,no,0.0,53.8425,63.6455,24.3023,no,-0.0885,0.815694,0.660082,29.5402,0.89,33.19,paper,paper
2026-05-02T12:15:00+00:00,dh-target,KXBTC15M-26MAY020830-30,2026-05-02T12:30:00Z,4,78146.95,78145.47,1.35,0.001894,0.45,0.46,0.01,0.455,no,0.0,40.5243,0.0,0.0,no,0.0241,0.369713,1.096102,40.5243,0.55,73.68,paper,paper
2026-05-02T12:15:00+00:00,dh-target,KXBTC15M-26MAY020830-30,2026-05-02T12:30:00Z,5,78146.95,78142.46,4.92,0.005746,0.47,0.48,0.01,0.475,no,0.0,48.973,0.0,40.5243,no,0.0608,0.395417,1.238516,8.4487,0.53,15.94,paper,paper
2026-05-02T12:15:00+00:00,dh-target,KXBTC15M-26MAY020830-30,2026-05-02T12:30:00Z,8,78146.95,78154.48,0.49,0.009636,0.49,0.5,0.01,0.495,yes,59.881,0.0,0.0,48.973,yes,0.1107,0.422899,1.415963,59.881,0.5,119.76,paper,paper
2026-05-02T12:15:00+00:00,dh-target,KXBTC15M-26MAY020830-30,2026-05-02T12:30:00Z,12,78146.95,78234.04,0.11,0.111444,0.991,0.994,0.003,0.9925,yes,127.0483,0.0,59.881,48.973,yes,-0.0611,1.670913,0.760353,67.1673,0.994,67.57,paper,paper
2026-05-02T12:15:00+00:00,dh-target,KXBTC15M-26MAY020830-30,2026-05-02T12:30:00Z,13,78146.95,78247.9,0.04,0.12918,0.995,0.996,0.001,0.9955,yes,146.7103,0.0,127.0483,48.973,yes,-0.0607,1.925682,0.761861,19.662,0.996,19.74,paper,paper
2026-05-02T12:30:00+00:00,dh-target,KXBTC15M-26MAY020845-45,2026-05-02T12:45:00Z,4,78245.65,78223.11,1.03,0.028807,0.32,0.33,0.01,0.325,no,0.0,34.9325,0.0,0.0,no,-0.1059,0.582169,0.600041,34.9325,0.68,51.37,paper,paper
2026-05-02T12:30:00+00:00,dh-target,KXBTC15M-26MAY020845-45,2026-05-02T12:45:00Z,5,78245.65,78230.99,0.62,0.018736,0.38,0.4,0.02,0.39,no,0.0,44.5817,0.0,34.9325,no,-0.0242,0.493433,0.903501,9.6492,0.62,15.56,paper,paper
2026-05-02T12:30:00+00:00,dh-target,KXBTC15M-26MAY020845-45,2026-05-02T12:45:00Z,10,78245.65,78194.75,0.45,0.065052,0.07,0.071,0.001,0.0705,no,0.0,51.1102,0.0,44.5817,no,-0.133,0.996122,0.513092,6.5285,0.93,7.02,paper,paper
2026-05-02T12:45:00+00:00,dh-target,KXBTC15M-26MAY020900-00,2026-05-02T13:00:00Z,4,78221.29,78210.36,4.5,0.013973,0.42,0.43,0.01,0.425,no,0.0,44.4661,0.0,0.0,no,-0.0059,0.455406,0.976404,44.4661,0.58,76.67,paper,paper
2026-05-02T12:45:00+00:00,dh-target,KXBTC15M-26MAY020900-00,2026-05-02T13:00:00Z,8,78221.29,78189.09,1.16,0.041165,0.49,0.5,0.01,0.495,no,0.0,97.7234,0.0,44.4661,no,0.1007,0.706941,1.382342,53.2574,0.51,104.43,paper,paper
2026-05-02T13:00:00+00:00,dh-target,KXBTC15M-26MAY020915-15,2026-05-02T13:15:00Z,4,78210.72,78271.24,0.57,0.077381,0.87,0.88,0.01,0.875,yes,35.8385,0.0,0.0,0.0,yes,-0.2133,1.166381,0.307262,35.8385,0.88,40.73,paper,paper
2026-05-02T13:00:00+00:00,dh-target,KXBTC15M-26MAY020915-15,2026-05-02T13:15:00Z,5,78210.72,78306.0,0.01,0.121825,0.923,0.927,0.004,0.925,yes,84.4659,0.0,35.8385,0.0,yes,-0.1498,1.82227,0.46352,48.6274,0.927,52.46,paper,paper
2026-05-02T13:00:00+00:00,dh-target,KXBTC15M-26MAY020915-15,2026-05-02T13:15:00Z,6,78210.72,78329.99,0.84,0.152498,0.973,0.978,0.005,0.9755,yes,93.1692,0.0,84.4659,0.0,yes,-0.1659,2.222305,0.419246,8.7033,0.978,8.9,paper,paper
2026-05-02T13:00:00+00:00,dh-target,KXBTC15M-26MAY020915-15,2026-05-02T13:15:00Z,8,78210.72,78310.18,0.09,0.127169,0.97,0.971,0.001,0.9705,yes,100.8897,0.0,93.1692,0.0,yes,-0.127,1.897799,0.531615,7.7206,0.971,7.95,paper,paper
2026-05-02T13:00:00+00:00,dh-target,KXBTC15M-26MAY020915-15,2026-05-02T13:15:00Z,10,78210.72,78313.64,0.22,0.131593,0.98,0.983,0.003,0.9815,yes,139.8186,0.0,100.8897,0.0,yes,-0.0736,1.958736,0.71382,38.9289,0.983,39.6,paper,paper
2026-05-02T13:00:00+00:00,dh-target,KXBTC15M-26MAY020915-15,2026-05-02T13:15:00Z,11,78210.72,78351.75,0.4,0.180321,0.994,0.995,0.001,0.9945,yes,162.6469,0.0,139.8186,0.0,yes,-0.0911,2.498738,0.650916,22.8283,0.995,22.94,paper,paper
2026-05-02T13:00:00+00:00,dh-target,KXBTC15M-26MAY020915-15,2026-05-02T13:15:00Z,12,78210.72,78362.08,3.06,0.193528,0.997,0.998,0.001,0.9975,yes,192.7826,0.0,162.6469,0.0,yes,-0.0661,2.599572,0.741594,30.1357,0.998,30.2,paper,paper
2026-05-02T13:15:00+00:00,dh-target,KXBTC15M-26MAY020930-30,2026-05-02T13:30:00Z,4,78402.31,78348.24,4.49,0.068965,0.17,0.18,0.01,0.175,no,0.0,44.7005,0.0,0.0,no,-0.1633,1.048864,0.42618,44.7005,0.83,53.86,paper,paper
2026-05-02T13:15:00+00:00,dh-target,KXBTC15M-26MAY020930-30,2026-05-02T13:30:00Z,5,78402.31,78317.03,3.27,0.108772,0.11,0.12,0.01,0.115,no,0.0,95.7573,0.0,44.7005,no,-0.1098,1.631248,0.587019,51.0569,0.89,57.37,paper,paper
2026-05-02T13:15:00+00:00,dh-target,KXBTC15M-26MAY020930-30,2026-05-02T13:30:00Z,8,78402.31,78306.79,0.65,0.121833,0.036,0.037,0.001,0.0365,no,0.0,100.9161,0.0,95.7573,no,-0.12,1.822391,0.553756,5.1587,0.964,5.35,paper,paper
2026-05-02T13:15:00+00:00,dh-target,KXBTC15M-26MAY020930-30,2026-05-02T13:30:00Z,9,78402.31,78302.83,0.8,0.126884,0.031,0.036,0.005,0.0335,no,0.0,128.4479,0.0,100.9161,no,-0.0834,1.893818,0.678248,27.5318,0.969,28.41,paper,paper
2026-05-02T13:15:00+00:00,dh-target,KXBTC15M-26MAY020930-30,2026-05-02T13:30:00Z,13,78402.31,78301.89,0.16,0.128083,0.002,0.004,0.002,0.003,no,0.0,144.4745,0.0,128.4479,no,-0.0622,1.910509,0.75621,16.0267,0.998,16.06,paper,paper
2026-05-02T13:30:00+00:00,dh-target,KXBTC15M-26MAY020945-45,2026-05-02T13:45:00Z,4,78305.0,78308.13,0.61,0.003997,0.52,0.53,0.01,0.525,yes,45.0534,0.0,0.0,0.0,yes,0.0441,0.383566,1.174593,45.0534,0.53,85.01,paper,paper
2026-05-02T13:30:00+00:00,dh-target,KXBTC15M-26MAY020945-45,2026-05-02T13:45:00Z,5,78305.0,78310.46,2.54,0.006973,0.5,0.51,0.01,0.505,yes,53.0102,0.0,45.0534,0.0,yes,0.0808,0.403919,1.312398,7.9568,0.51,15.6,paper,paper
2026-05-02T13:30:00+00:00,dh-target,KXBTC15M-26MAY020945-45,2026-05-02T13:45:00Z,6,78305.0,78301.51,0.68,0.004457,0.48,0.5,0.02,0.49,no,0.0,51.1613,53.0102,0.0,no,0.0838,0.386652,1.323185,51.1613,0.52,98.39,paper,paper
2026-05-02T13:45:00+00:00,dh-target,KXBTC15M-26MAY021000-00,2026-05-02T14:00:00Z,4,78357.85,78341.85,0.28,0.020419,0.33,0.34,0.01,0.335,no,0.0,32.1822,0.0,0.0,no,-0.0959,0.507469,0.63417,32.1822,0.67,48.03,paper,paper
2026-05-02T13:45:00+00:00,dh-target,KXBTC15M-26MAY021000-00,2026-05-02T14:00:00Z,9,78357.85,78335.56,1.66,0.028446,0.29,0.3,0.01,0.295,no,0.0,39.7981,0.0,32.1822,no,-0.0808,0.578795,0.687602,7.6159,0.71,10.73,paper,paper
2026-05-02T13:45:00+00:00,dh-target,KXBTC15M-26MAY021000-00,2026-05-02T14:00:00Z,11,78357.85,78386.5,3.69,0.036563,0.86,0.87,0.01,0.865,yes,18.8598,0.0,0.0,39.7981,yes,-0.2236,0.658419,0.28644,18.8598,0.87,21.68,paper,paper
2026-05-02T14:00:00+00:00,dh-target,KXBTC15M-26MAY021015-15,2026-05-02T14:15:00Z,4,78361.99,78385.09,0.41,0.029479,0.66,0.68,0.02,0.67,yes,36.3089,0.0,0.0,0.0,yes,-0.1009,0.588499,0.616975,36.3089,0.68,53.4,paper,paper
2026-05-02T14:00:00+00:00,dh-target,KXBTC15M-26MAY021015-15,2026-05-02T14:15:00Z,7,78361.99,78366.82,1.0,0.006164,0.54,0.55,0.01,0.545,yes,49.4797,0.0,36.3089,0.0,yes,0.0618,0.398296,1.242285,13.1708,0.55,23.95,paper,paper
2026-05-02T14:00:00+00:00,dh-target,KXBTC15M-26MAY021015-15,2026-05-02T14:15:00Z,8,78361.99,78357.99,2.1,0.005105,0.49,0.5,0.01,0.495,no,0.0,54.0545,49.4797,0.0,no,0.1007,0.391036,1.382342,54.0545,0.51,105.99,paper,paper
2026-05-02T14:15:00+00:00,dh-target,KXBTC15M-26MAY021030-30,2026-05-02T14:30:00Z,4,78316.34,78327.48,0.03,0.014224,0.59,0.6,0.01,0.595,yes,41.0137,0.0,0.0,0.0,yes,-0.0259,0.45735,0.896769,41.0137,0.6,68.36,paper,paper
2026-05-02T14:15:00+00:00,dh-target,KXBTC15M-26MAY021030-30,2026-05-02T14:30:00Z,9,78316.34,78318.77,0.04,0.003103,0.48,0.49,0.01,0.485,yes,56.8547,0.0,41.0137,0.0,yes,0.1392,0.377622,1.505599,15.841,0.49,32.33,paper,paper
2026-05-02T14:15:00+00:00,dh-target,KXBTC15M-26MAY021030-30,2026-05-02T14:30:00Z,10,78316.34,78311.99,0.24,0.005554,0.54,0.55,0.01,0.545,no,0.0,62.7124,56.8547,0.0,no,0.1699,0.394106,1.591259,62.7124,0.46,136.33,paper,paper
2026-05-02T14:15:00+00:00,dh-target,KXBTC15M-26MAY021030-30,2026-05-02T14:30:00Z,11,78316.34,78446.21,0.66,0.165827,0.76,0.78,0.02,0.77,yes,352.0645,0.0,56.8547,62.7124,yes,0.1334,2.365821,1.488128,295.2098,0.78,378.47,paper,paper
2026-05-02T14:30:00+00:00,dh-target,KXBTC15M-26MAY021045-45,2026-05-02T14:45:00Z,4,78406.99,78414.95,0.12,0.010152,0.54,0.55,0.01,0.545,yes,46.7669,0.0,0.0,0.0,yes,0.0241,0.426666,1.096102,46.7669,0.55,85.03,paper,paper
2026-05-02T14:30:00+00:00,dh-target,KXBTC15M-26MAY021045-45,2026-05-02T14:45:00Z,5,78406.99,78437.18,0.19,0.038504,0.64,0.65,0.01,0.645,yes,52.0836,0.0,46.7669,0.0,yes,-0.0592,0.678589,0.767529,5.3167,0.65,8.18,paper,paper
2026-05-02T14:30:00+00:00,dh-target,KXBTC15M-26MAY021045-45,2026-05-02T14:45:00Z,9,78406.99,78372.09,0.07,0.044511,0.46,0.47,0.01,0.465,no,0.0,99.839,52.0836,0.0,no,0.0892,0.743739,1.342392,99.839,0.54,184.89,paper,paper
2026-05-02T14:45:00+00:00,dh-target,KXBTC15M-26MAY021100-00,2026-05-02T15:00:00Z,4,78389.63,78429.24,0.81,0.05053,0.66,0.67,0.01,0.665,yes,80.2355,0.0,0.0,0.0,yes,-0.0033,0.813088,0.986801,80.2355,0.67,119.75,paper,paper
2026-05-02T16:30:00+00:00,dh-target,KXBTC15M-26MAY021245-45,2026-05-02T16:45:00Z,4,78514.15,78475.01,0.59,0.049851,0.29,0.3,0.01,0.295,no,0.0,40.5988,0.0,0.0,no,-0.1359,0.805066,0.504292,40.5988,0.71,57.18,paper,paper
2026-05-02T16:30:00+00:00,dh-target,KXBTC15M-26MAY021245-45,2026-05-02T16:45:00Z,5,78514.15,78458.97,0.3,0.07028,0.17,0.18,0.01,0.175,no,0.0,58.8744,0.0,40.5988,no,-0.1206,1.066882,0.551836,18.2756,0.83,22.02,paper,paper
2026-05-02T16:30:00+00:00,dh-target,KXBTC15M-26MAY021245-45,2026-05-02T16:45:00Z,9,78514.15,78471.04,0.2,0.054907,0.16,0.17,0.01,0.165,no,0.0,67.1582,0.0,58.8744,no,-0.0571,0.866009,0.77549,8.2837,0.84,9.86,paper,paper
2026-05-02T16:45:00+00:00,dh-target,KXBTC15M-26MAY021300-00,2026-05-02T17:00:00Z,4,78452.16,78444.44,3.01,0.00984,0.45,0.46,0.01,0.455,no,0.0,46.5174,0.0,0.0,no,0.0241,0.424389,1.096102,46.5174,0.55,84.58,paper,paper
2026-05-02T16:45:00+00:00,dh-target,KXBTC15M-26MAY021300-00,2026-05-02T17:00:00Z,5,78452.16,78452.27,0.47,0.00014,0.52,0.54,0.02,0.53,yes,43.7206,0.0,0.0,46.5174,yes,0.0558,0.358493,1.219566,43.7206,0.54,80.96,paper,paper
2026-05-02T17:00:00+00:00,dh-target,KXBTC15M-26MAY021315-15,2026-05-02T17:15:00Z,4,78449.91,78438.2,0.76,0.014927,0.29,0.3,0.01,0.295,no,0.0,23.3397,0.0,0.0,no,-0.1359,0.462822,0.504292,23.3397,0.71,32.87,paper,paper
2026-05-02T17:00:00+00:00,dh-target,KXBTC15M-26MAY021315-15,2026-05-02T17:15:00Z,5,78449.91,78431.3,0.34,0.023722,0.4,0.41,0.01,0.405,no,0.0,51.6221,0.0,23.3397,no,-0.0092,0.535934,0.963217,28.2823,0.6,47.14,paper,paper
2026-05-02T17:15:00+00:00,dh-target,KXBTC15M-26MAY021330-30,2026-05-02T17:30:00Z,4,78435.09,78427.86,1.14,0.009218,0.48,0.5,0.02,0.49,no,0.0,51.7321,0.0,0.0,no,0.0591,0.419872,1.232093,51.7321,0.52,99.48,paper,paper
2026-05-02T17:15:00+00:00,dh-target,KXBTC15M-26MAY021330-30,2026-05-02T17:30:00Z,8,78435.09,78432.4,3.42,0.00343,0.52,0.54,0.02,0.53,no,0.0,56.7817,0.0,51.7321,no,0.1357,0.379784,1.495105,5.0496,0.48,10.52,paper,paper
2026-05-02T17:15:00+00:00,dh-target,KXBTC15M-26MAY021330-30,2026-05-02T17:30:00Z,9,78435.09,78423.22,0.67,0.015134,0.49,0.5,0.01,0.495,no,0.0,67.0506,0.0,56.7817,no,0.1192,0.464443,1.443677,10.2689,0.51,20.14,paper,paper
2026-05-02T17:15:00+00:00,dh-target,KXBTC15M-26MAY021330-30,2026-05-02T17:30:00Z,10,78435.09,78435.98,0.38,0.001135,0.23,0.24,0.01,0.235,yes,69.8758,0.0,0.0,67.0506,yes,0.3899,0.364819,1.915356,69.8758,0.24,291.15,paper,paper
2026-05-02T17:30:00+00:00,dh-target,KXBTC15M-26MAY021345-45,2026-05-02T17:45:00Z,4,78442.3,78439.46,1.57,0.00362,0.54,0.56,0.02,0.55,no,0.0,54.9995,0.0,0.0,no,0.1191,0.381053,1.443356,54.9995,0.46,119.56,paper,paper
2026-05-02T17:30:00+00:00,dh-target,KXBTC15M-26MAY021345-45,2026-05-02T17:45:00Z,5,78442.3,78455.46,1.36,0.016777,0.55,0.56,0.01,0.555,yes,53.6021,0.0,0.0,54.9995,yes,0.0308,0.47749,1.12258,53.6021,0.56,95.72,paper,paper
